Severity,Description
0,Accident on Fauntleroy Way near Hudson St.
0,Accident on Lander St at Utah Ave.
0,Accident on 15th Ave at 65th St.
0,Accident on Government Way at 32nd Ave.
0,Accident on Martin Luther King Jr Way at Norfolk St.
0,Accident on Broadway near Cherry St.
1,Accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
0,Accident on Mercer St near 2nd Ave.
0,Accident on WA-99 Aurora Ave at Roy St.
0,Accident on Interlaken Blvd at Delmar Dr.
0,Accident on West Seattle Brg Eastbound between Spokane St and Marginal Way.
0,Accident on Terrace St at 22nd Ave.
0,Accident on 6th Ave at Union St.
0,Accident on Linden Ave near 135th St.
0,Accident on WA-99 Aurora Ave near Lynn St.
0,Accident on 15th Ave at 53rd St.
0,Accident on Interlaken Blvd at Delmar Dr.
0,Accident on 75th St at 9th Ave.
0,Accident on Avalon Way at 36th Ave.
0,Accident on WA-99 Alaskan Way Via Northbound at Seattle Brg.
0,Accident on WA-522 Lake City Way at 95th St.
1,Queueing traffic and center lane blocked due to accident on I-5 Northbound after 85th St.
0,Left lane blocked due to accident on WA-520 Eastbound at I-5.
1,2 center lane blocked due to accident on I-5 Northbound before Exit 157 WA-900 Martin Luther King Jr Way.
0,Accident on 85th St at 1st Ave.
0,Right lane blocked due to accident on Seattle Brg Westbound after WA-99.
0,Accident on 41st St at Eastlake Ave.
0,Accident on Market St at 3rd Ave.
0,Accident on 8th Ave at 47th St.
0,Accident on 1st Ave at Massachusetts St.
0,Accident on 8th Ave at 65th St.
1,Left lane blocked due to accident on I-5 Southbound at Exit 168A Lakeview Blvd.
0,Right lane blocked due to accident on WA-99 2nd Ave Southbound at Holden St.
0,Accident on 5th Ave at Madison St.
1,Right lane blocked due to accident on I-5 Northbound after 200th St.
1,HOV lane blocked due to accident on I-5 Southbound after 200th St.
1,Two lanes blocked due to accident on I-5 Southbound between Exits 163 163A 163B Seattle Brg and Exits 161 162 Corson Ave.
1,HOV lane blocked due to accident on I-5 Southbound at Exit 151 Military Rd.
1,Left hand shoulder blocked due to multi-vehicle accident on I-5 Northbound between Madison St and Denny Way.
0,Accident on 35th Ave at Thistle St.
0,Right lane blocked due to accident on Spokane St Eastbound between 11th Ave and Klickitat Ave.
0,Accident on Rainier Ave at Othello St.
1,Right lane blocked due to accident on I-90 Eastbound after Rainier Ave.
0,Accident on Avalon Way at 35th Ave.
1,Left hand shoulder blocked due to accident on I-5 Northbound after WA-900 Martin Luther King Jr Way.
0,Right lane blocked due to accident on West Seattle Bridge at Delridge Way.
1,Very slow traffic and right hand shoulder blocked due to multi-vehicle accident on I-5 Northbound after 188th St.
0,Accident on Western Ave both ways at Spring St.
0,Accident on 130th St at WA-99 Aurora Ave.
0,Center lane blocked and left hand shoulder blocked due to possible injury accident on WA-518 Eastbound after WA-99 International Blvd.
0,Right lane blocked due to accident on 2nd Ave Southbound at James St.
1,Accident on I-90 Eastbound near Midspan.
1,Right lane blocked and right hand shoulder blocked due to 2nd accident on I-5 Northbound before 405.
0,Accident on 6th Ave at James St.
0,Accident on Market St at 15th Ave.
0,Accident on 125th St at 17th Ave.
0,Queueing traffic due to accident on Fauntleroy Way at Seattle Brg.
0,Accident on Roanoke St at Harvard Ave.
0,Accident on 143rd St at Linden Ave.
1,Accident on exit ramp from I-5 Northbound to Southcenter Pkwy.
0,Accident on Airport Way at Industrial Way.
0,Accident on 130th St at Ashworth Ave.
0,Accident on Linden Ave at 145th St.
0,Accident on Roosevelt Way at Northgate Way.
0,Accident on James St at 2nd Ave.
0,Accident on 66th St at Roosevelt Way.
0,Accident on West Seattle Brg Eastbound between Spokane St and Marginal Way.
0,Accident on Rainier Ave near Massachusetts St.
1,Accident on I-5 Northbound at Holgate St.
0,Accident on Hanford St at 38th Ave.
1,Right lane blocked due to accident on I-5 Northbound at Olive Way.
0,Accident on 44th Ave at Walker St.
0,Accident on 85th St at Stone Ave.
1,HOV & left lane blocked due to accident on I-5 Southbound at Exits 164A 164B I-90.
0,Accident on Union St at 2nd Ave.
0,Accident on 27th Ave near 75th St.
0,Accident on Spokane St at Columbian Way.
0,Accident on Rainier Ave at Boren Ave.
0,Accident on WA-99 Aurora Ave near 77th St.
0,Accident on 2nd Ave near Galer St.
0,Accident on University Way near 47th St.
1,Left lane blocked due to accident on I-5 Northbound at Exits 164A 164B I-90.
0,Accident on 15th Ave at 125th St.
0,Accident on Hanford St at 38th Ave.
0,Accident on Market St near 17th Ave.
1,Left lane blocked due to accident on I-5 Southbound at Exit 158 Boeing Access Rd.
0,One lane blocked due to accident on Andover Park Northbound after Strander Blvd.
0,Left lane blocked due to accident on Pike St Eastbound at 7th Ave.
0,Accident on Nevada St near 6th Ave.
0,Accident on Western Ave at Spring St.
0,Accident on Airport Way near Walker St.
1,Accident on I-90 Eastbound at Exits 3 3A 3B Rainier Ave.
0,Accident on WA-523 145th St at 26th Ave.
0,Accident on University Way at 47th St.
0,Right lane blocked due to accident on 4th Ave Northbound at Spokane St.
0,Accident on 44th Ave at Walker St.
0,Accident on Republican St at 22nd Ave.
0,Accident on 122nd St at Meridian Ave.
0,Two left lane blocked due to accident on 4th Ave Northbound at Holgate St.
0,Accident on Mercer St at Queen Anne Ave.
0,Queueing traffic and left lane blocked due to accident on WA-518 Eastbound near WA-99 International Blvd.
0,Accident on Battery St Northbound at Aurora Ave.
0,Accident on Rainier Ave at Orcas St.
0,Accident on Seattle Brg Westbound at Delridge Way.
0,Accident on 35th Ave at 90th St.
0,Accident on Rainier Ave at Rose St.
0,Accident on 15th Ave at Holden St.
0,Accident on Rainier Ave at Martin Luther King Jr Way.
0,Accident on 13th Ave at Pine St.
0,Accident on 145th St at Linden Ave.
0,Accident on 45th St at 11th Ave.
0,Accident on Northgate Way at Meridian Ave.
0,Accident on 4th Ave at Holgate St.
0,Accident on Boren Ave at Madison St.
0,Accident on 25th Ave at Union St.
0,Accident on Denny Way at Westlake Ave.
0,Accident on 15th Ave at 125th St.
0,Accident on Rainier Ave at 42nd Ave.
0,Accident on Rainier Ave at Holgate St.
0,Accident on Pike St at 7th Ave.
0,Accident on Shilshole Ave at 17th Ave.
0,Accident on Market St at 15th Ave.
1,Right lane blocked due to accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
1,Exit ramp from I-5 Northbound at Exit 172 to N 85th St restrictions on exit ramp due to accident.
1,Right lane blocked and right hand shoulder blocked due to accident on I-5 express Southbound after Mercer St.
1,Entry ramp closed due to accident on I-5 express Southbound after Mercer St.
1,Right hand shoulder blocked due to accident on I-5 Northbound after WA-516 Kent des Moines Rd.
0,Accident on 51st Ave at Gazelle St.
0,Accident on Pine St at Broadway.
0,Accident on 4th Ave at Fremont Brg.
0,Accident on 45th St at 12th Ave.
1,Accident on exit ramp from I-90 Westbound to I-5 Northbound.
0,Accident on 4th Ave at James St.
1,Accident on exit ramp from I-90 Westbound to Rainier Ave Southbound.
0,Accident on Aurora Ave at Denny Way.
0,Accident on Rainier Ave at Holden St.
0,Accident on Mercer St at Dexter Ave.
0,Left lane blocked due to accident on Denny Way both ways at Boren Ave.
0,Accident on Glenn Way at Oregon St.
0,Accident on 1st Ave near King St.
0,Accident on 43rd Ave near 38th St.
0,One lane blocked due to accident on Nickerson St Westbound at 3rd Ave.
0,Accident on 102nd St near 12th Ave.
0,Accident on 3rd Ave at Marion St.
0,Accident on Mercer St at Dexter Ave.
0,Accident on 9th Ave at Westlake Ave.
1,HOV lane blocked due to accident on I-90 Eastbound before Exits 3 3A 3B Rainier Ave.
0,Accident on Bennett St at 1st Ave.
0,Accident on Denny Way at Boren Ave.
0,Accident on 6th Ave at James St.
0,One lane blocked due to accident on 5th Ave both ways at 130th St.
0,Accident on 145th St at Whitman Ave.
0,Accident on 35th Ave at Avalon Way.
0,Accident on Fauntleroy Way near Hudson St.
0,Accident on 85th St at 8th Ave.
0,Accident on Olson Pl at Myers Way.
0,Accident on John St at 10th Ave.
1,Right lane blocked due to accident on I-5 Southbound at Exits 166 167 Mercer St.
1,Accident on entry ramp to WA-518 Westbound at Exit 154B from I-5 Southbound.
0,Accident on Broad St Southbound at 5th Ave.
1,Three lanes blocked due to accident on I-5 Southbound at Exit 169 5th Ave.
0,Right lane blocked due to accident on Madison St Westbound at 4th Ave.
0,Left and right lane blocked due to accident on WA-99 Northbound at 1st Ave.
0,Right lane blocked due to accident on WA-518 Westbound at Des Moines Memorial Dr.
1,Entry ramp to Mercer St Northbound at Exits 166 167 from I-5 Northbound lane blocked due to accident.
1,Right center lane blocked due to accident on I-5 Northbound at Ravenna Blvd.
1,Right lane blocked due to accident on I-5 Northbound at Seneca St.
1,Right lane blocked due to accident on I-5 Northbound at Exit 173 Northgate Way.
1,Two left lane blocked due to accident on I-5 Southbound at Union St.
0,Accident on 15th Ave at Holman Rd.
0,Accident on Martin Luther King Jr Way Southbound near Willow St.
0,Accident on Broadway at Madison St.
0,Accident on Orcas St near Martin Luther King Jr Way.
0,Accident on Northgate Way between I-5 and 5th Ave.
0,Accident on 15th Ave near 40th St.
0,Accident on 65th St near Ravenna Ave.
0,Accident on Weller St at 12th Ave.
0,Accident on Raymond St at 35th Ave.
0,Accident on 130th St at WA-99 Aurora Ave.
0,Accident on Belmont Ave Northbound at Lakeview Blvd.
0,Accident on Broadway near Roy St.
0,Accident on 25th Ave near Jackson St.
0,Accident on Broadway at Columbia St.
0,Accident on 8th Ave at 87th St.
0,Accident on WA-99 Aurora Ave near 105th St.
0,Two right lane blocked due to accident on Seattle Blvd Eastbound at 4th Ave.
0,Accident on Olive Way both ways between 5th Ave and 6th Ave.
1,Right lane blocked due to accident on I-5 Northbound at Exit 173 Northgate Way.
0,Accident on 27th Ave near Fulton St.
0,Accident on Martin Luther King Jr Way at Graham St.
0,Accident on Boren Ave at Seneca St.
0,Accident on John St at 1st Ave.
0,Accident on California Ave near Findlay St.
0,Accident on Angeline St at Rainier Ave.
0,Accident on King St near 10th Ave.
0,Accident on 46th Ave at Admiral Way.
0,Accident on 12th Ave at Alder St.
0,Accident on Pike St near 7th Ave.
0,Accident on Cherry St at 13th Ave.
0,Accident on 3rd Ave at Cherry St.
0,Accident on Thomas St at 16th Ave.
1,HOV lane blocked due to accident on I-5 Northbound before I-405.
1,Accident on I-5 Northbound at Exit 152 188th St.
1,Accident on entry ramp to Columbian Way from I-5 Northbound.
1,Right lane blocked due to accident on I-5 Northbound at West Seattle Bridge.
0,Accident on 4th Ave at Seattle Blvd.
0,Accident on Phinney Ave at 87th St.
0,Accident on 3rd Ave around Roosevelt Way.
0,Accident on Fairview Ave at I-5.
1,Two lanes blocked due to accident on I-5 Northbound at Exits 166 167 Mercer St.
1,Accident on I-5 Northbound at Exits 166 167 Mercer St.
0,Accident on Massachusetts St at 15th Ave.
0,Accident on 1st Ave at Atlantic St.
0,Accident on WA-523 145th St at I-5.
0,Accident on Corliss Ave at I-5.
0,Accident on Aloha St at 23rd Ave.
1,Accident on exit ramp from I-5 Northbound at Exit 172 to N 85th St.
0,Accident on Rainier Ave at Seward Park Ave.
0,Left lane blocked due to accident on 4th Ave Northbound at Battery St.
1,Two lanes blocked and left hand shoulder blocked due to accident on I-5 Northbound at Exit 172 Corliss Way.
1,Accident on I-5 Northbound at Exit 173 Northgate Way.
0,Accident on Aloha St at Taylor Ave.
0,Accident on Yale Ave at Stewart St.
0,Accident on Roosevelt Way at 42nd St.
0,Accident on Aloha St at 23rd Ave.
0,Accident on WA-523 145th St at 5th Ave.
0,Accident on Pine St near 6th Ave.
0,Accident on 37th Ave near Juneau St.
0,Accident on West Seattle Brg Westbound between Marginal Way and Delridge Way.
1,Left lane blocked due to accident on I-5 Southbound before Exits 166 167 Mercer St.
0,Accident on Eastlake Ave at Harrison St.
0,Center lane blocked due to accident on WA-518 Eastbound at 51st Ave.
0,Accident on 4th Ave at Battery St.
0,Accident on WA-99 Aurora Ave at Harrison St.
0,Accident on Roosevelt Way near 42nd St.
0,Accident on Delridge Way at Spokane St.
0,Accident on Rainier Ave near I-90.
0,Accident on Elliott Ave near Mercer St.
0,Accident on 6th Ave at Nickerson St.
0,Accident on Rainier Ave near Court St.
0,Right lane blocked due to accident on 15th Ave Southbound at 43rd St.
0,Accident on Greenwood Ave at 102nd St.
0,Accident on Olive Way Eastbound at Minor Ave.
0,Accident on 2nd Ave at 95th St.
0,Accident on 2nd Ave at 95th St.
0,Accident on 120th St at WA-522 Lake City Way.
0,Accident on 65th St at 15th Ave.
0,Accident on Terry Ave at Denny Way.
0,Accident on 2nd Ave at Mercer St.
1,Heavy traffic due to accident on I-5 Northbound at Southcenter Blvd.
0,Accident on Cherry St at Broadway.
0,Accident on 12th Ave at Harrison St.
0,Center lane blocked due to accident on WA-99 Marginal Way Northbound at Hudson St.
0,Accident on Aurora Ave at 6th Ave.
0,Accident on Pike St at 10th Ave.
0,Accident on WA-99 Marginal Way at Hudson St.
1,Lane blocked due to accident on I-5 Southbound at Exits 166 167 Mercer St.
0,Accident on 100th St at College Way.
0,Accident on Cherry St at Broadway.
0,Accident on Beacon Ave at Othello St.
0,Accident on 83rd St at 13th Ave.
0,Accident on 40th Ave near Edmunds St.
0,Accident on 4th Ave at Edgar Martinez Dr.
0,Accident on Market St at 28th Ave.
0,Accident on 56th St at Latona Ave.
0,Accident on 8th Ave at James St.
0,Accident on Martin Luther King Jr Way near Massachusetts St.
0,Accident on 12th Ave at Harrison St.
0,Left lane blocked due to accident on WA-99 Aurora Ave Northbound near WA-99 Battery Street Tunl.
0,Accident on Spokane St at Marginal Way.
0,Accident on Delridge Way at Juneau St.
0,Accident on 12th Ave at Gilman Dr.
0,Accident on 83rd St near 12th Ave.
0,Accident on Spokane St at 17th Ave.
0,Accident on Market St at 15th Ave.
0,Accident on 43rd St at Roosevelt Way.
0,Accident on Aurora Ave at Denny Way.
1,Right hand shoulder blocked due to earlier accident on I-5 Northbound at Exit 154B Southcenter Blvd.
1,Accident on I-5 Southbound at Exit 175 WA-523 145th St.
0,Accident on 13th Ave at Republican St.
0,Accident on 1st Ave at Battery St.
0,Restrictions due to accident on Wall St Southbound between 2nd Ave and Western Ave.
0,Right lane blocked due to accident on WA-513 Montlake Blvd Southbound at Pacific St.
0,Accident on King St at 7th Ave.
1,Two center lane blocked due to accident on I-5 Collector-Distributor Southbound before Exits 164A 164B I-90.
