Label,Description
1,Exit ramp from I-75 Northbound at Exits 251 252A 252B to Howell Mill Road Northbound lane blocked due to accident.
1,#1 lane blocked and left hand shoulder blocked due to accident on I-285 Southbound at I-20.
1,Lane blocked due to accident on I-75 Southbound at US-78 North Ave.
1,Four lane blocked due to accident on I-75 Southbound at I-85.
1,Two lane blocked due to accident on I-85 Northbound at Exit 91 Northeast Expy.
1,Two lanes blocked due to accident on I-285 Southbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Left hand shoulder blocked due to accident on I-285 Southbound at Exits 9 10A 10B I-20.
1,HOV lane blocked due to accident on I-75 Northbound at Capitol Avenue.
1,Right hand shoulder blocked due to accident on I-85 I-75 Southbound at Edgewood Ave.
1,Middle lane blocked due to accident on I-85 Southbound at Exit 88 Cheshire Bridge Rd.
1,Entry ramp to I-20 Eastbound from Joseph E Lowery Blvd SW Southbound closed due to stalled vehicle.
1,Two lanes blocked due to accident on I-75 Southbound at Exits 251 252A 252B US-41 Northside Dr.
1,Accident on exit ramp from I-20 Eastbound at Exits 59A 59B to Boulevard Southbound.
1,Two lanes blocked due to accident on I-285 Westbound at Exit 58 US-41 Old Dixie Hwy.
1,Two lanes blocked due to accident on I-285 Northbound at Exits 33 34 Chamblee Tucker Rd.
1,Left lane blocked due to accident on I-285 Northbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Right lane blocked due to accident on I-20 Eastbound at Exit 55A Joseph E Lowery Blvd.
1,Lane blocked due to accident on I-285 clockwise at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Two lanes blocked due to accident on I-85 I-75 Northbound at Abernathy Blvd.
1,Three lanes blocked due to accident on I-75 Northbound at GA-54 University Ave.
1,Left lane blocked and HOV lane blocked due to accident on I-75 Southbound at Exit 244 I-85 I-75.
1,Two lanes blocked due to accident on I-285 Southbound at Exit 18 Cumberland Pkwy.
1,HOV lane blocked due to accident on I-85 I-75 Southbound at Exit 249B I-75.
1,Left lane blocked due to accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,Two lanes blocked due to accident on I-20 Eastbound at Exits 51A 51B I-285.
1,Left lane blocked and HOV lane blocked due to accident on I-85 Southbound at Exits 86 87 GA-400.
1,Multi-vehicle accident on I-75 Northbound at Exits 249C 249D I-85 I-75.
1,Exit ramp from I-285 Eastbound at Exits 32 33B to I-85 Northbound lane blocked due to accident.
1,HOV lane blocked due to accident on I-85 Northbound at Exit 89 GA-42 Druid Hills Rd.
1,Two lanes blocked due to accident on I-285 Westbound at Exit 55 GA-54 Jonesboro Rd.
1,Right lane blocked due to accident on I-75 Southbound at Porsche Ave.
1,Left hand shoulder blocked due to accident on I-75 Northbound before Pine St.
1,Two lanes blocked due to accident on I-20 Eastbound before Exit 49 GA-70 Fulton Industrial Blvd.
1,One lane blocked due to accident on I-75 Northbound before Central Ave.
0,Three lanes blocked due to accident on GA-400 Southbound at North Springs MARTA Station.
1,Right hand shoulder blocked due to accident on I-75 Northbound at I-20.
1,Left lane blocked due to accident on I-285 Northbound after Exit 7 Cascade Rd.
0,Two lanes blocked due to accident on GA-400 Southbound after Exit 6 Northridge Rd.
1,Right hand shoulder blocked due to accident on I-285 Northbound at Exit 7 Cascade Rd.
1,HOV & left lane blocked due to accident on I-85 Northbound at GA-13.
1,Left hand shoulder blocked due to accident on I-285 Northbound before Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Left lane blocked due to accident on I-285 Southbound at Exit 29 Ashford Dunwoody Rd.
1,Left hand shoulder blocked due to accident on I-75 Southbound at I-85 I-75.
1,Two lanes blocked and left hand shoulder blocked due to accident on I-285 Northbound at Exits 33 34 Chamblee Tucker Rd.
1,Two lanes blocked and right hand shoulder blocked due to accident on I-285 Northbound after I-20 Exits 51A 51B.
1,Accident on I-75 Southbound at I-85 I-75.
1,Left hand shoulder blocked due to accident on I-20 Eastbound at Exits 60 60A 60B US-23 Moreland Ave.
1,Right hand shoulder blocked due to accident on I-75 Southbound at I-85 I-75.
1,One lane blocked and left hand shoulder blocked due to accident on I-20 Eastbound at Exits 60 60A 60B US-23 Moreland Ave.
1,One lane blocked and right hand shoulder blocked due to accident on I-285 Westbound at Exits 27 28 Peachtree Dunwoody Rd.
1,One lane blocked and right hand shoulder blocked due to accident on I-85 Northbound at Exit 89 GA-42 Druid Hills Rd.
1,Right hand shoulder blocked due to accident on I-20 Eastbound at Exits 59A 59B Boulevard.
1,One lane blocked and right hand shoulder blocked due to accident on I-285 Westbound at Exit 51 Bouldercrest Rd.
1,Right lane blocked due to accident on I-75 Northbound at Ralph David Abernathy Blvd.
0,2 right lane blocked slow traffic and right hand shoulder blocked due to accident on GA-400 Southbound at Exits 3 4A I-285.
1,One lane blocked and slow traffic due to accident on I-285 Eastbound before Exits 31A 31B GA-141 Peachtree Industrial Blvd.
1,Three lanes blocked and slow traffic due to accident on I-85 Northbound after Exit 96 Northeast Expy.
1,One lane blocked and very slow traffic due to accident on I-75 Northbound after Exit 249A I-85 I-75.
0,Slow traffic due to accident on GA-400 Northbound before Exit 2 Lenox Rd.
1,One lane blocked and very slow traffic due to accident on I-85 Northbound at Exits 95 95A 95B 96 I-285.
1,Two lane blocked due to accident on I-75 Southbound at I-85.
1,Right hand shoulder blocked due to accident on I-285 Northbound near Exit 1 Washington Rd.
1,Two lanes blocked and right hand shoulder blocked due to accident on I-285 Eastbound at Exit 22 Northside Dr.
1,Two lanes blocked due to accident on I-20 Westbound at Hill St / Fulton St.
0,Right flex lane blocked due to accident on GA-400 Southbound before North Springs MARTA Station.
1,Right lane blocked due to accident truck involved on I-75 Southbound at Exits 259 260 Windy Hill Rd.
1,Left lane blocked due to accident on I-285 Northbound at Exits 19 20 US-41 Cobb Pkwy.
1,Left hand shoulder blocked due to accident on I-20 Westbound before I-75 / I-85.
1,Left hand shoulder blocked and HOV lane blocked due to accident on I-20 Westbound before Exit 61B GA-260 Glenwood Ave.
1,Right hand shoulder blocked due to accident on I-285 Westbound at Exit 20 I-75.
1,Accident on I-20 Westbound before Exit 61B GA-260 Glenwood Ave.
1,Right hand shoulder blocked due to accident on I-75 Southbound near 14th St.
1,Left hand shoulder blocked due to accident on I-75 Northbound at GA-54 University Ave.
0,Very slow traffic due to accident on US-278 Lake Rd Westbound at US-29 Ponce de Leon Ave.
1,2 left lane blocked due to accident and slow vehicle on I-75 Northbound near Exit 244 I-85 I-75.
1,2 right lane blocked and very slow traffic due to accident on I-285 Northbound after Exit 13 Bolton Rd.
1,Two lanes blocked and very slow traffic due to accident on I-85 Northbound after Exit 94 Chamblee Tucker Rd.
1,Very slow traffic and right lane blocked due to accident on I-20 Eastbound at Exit 56A McDaniel St.
1,2 left lane blocked and very slow traffic due to accident on I-85 Northbound at Exit 93 Shallowford Rd.
1,2 right lane blocked due to accident on I-20 Eastbound at Exit 55A Joseph E Lowery Blvd.
1,Very slow traffic right lane blocked and right hand shoulder blocked due to accident on I-285 Eastbound at Exit 55 GA-54 Jonesboro Rd.
1,Left hand shoulder blocked and left lane blocked due to accident on I-20 Westbound after Exits 60 60A 60B US-23 Moreland Ave.
1,Center lane blocked due to accident on I-75 Southbound before US-41 Northside Dr.
1,Right hand shoulder blocked due to accident on I-85 Northbound after US-23 Clairmont Rd.
1,Two lanes blocked and left hand shoulder blocked due to accident on I-20 Westbound at US-23 Moreland Ave.
1,Two lanes blocked due to accident on I-285 Westbound before GA-9 Roswell Rd.
1,Very slow traffic and right lane blocked due to accident on I-285 Northbound near Exit 18 Cumberland Pkwy.
1,Exit ramp from I-75 Northbound at Exits 258 259A to Cumberland Blvd lane blocked due to accident.
1,Slow traffic right lane blocked and right hand shoulder blocked due to accident on I-285 Northbound after Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,2 right lane blocked and slow traffic due to accident on I-20 Westbound at Exits 60 60A 60B US-23 Moreland Ave.
1,Lane blocked due to accident on I-75 Southbound at Exits 250 251 I-85.
1,Right hand shoulder blocked due to accident on I-285 Southbound before Exit 2 GA-6 Camp Creek Pkwy.
1,Center lane blocked due to accident on I-285 Westbound before Exits 61 62 I-85.
1,Left lane blocked due to accident on I-285 Westbound before Exit 51 Bouldercrest Rd.
1,Right lane blocked and right hand shoulder blocked due to accident on I-285 Eastbound at Exit 55 GA-54 Jonesboro Rd.
1,Two lane blocked due to accident on I-85 Northbound at Exit 75 Sylvan Rd.
1,2 right lane blocked due to accident on I-20 Eastbound at GA-139 Martin Luther King Jr Dr.
0,Accident on GA-400 Northbound at Abernathy Rd.
1,Accident on I-285 Southbound after US-41 Cobb Pkwy / Galleria Dr.
1,Two lanes blocked due to accident on I-20 Eastbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Lane blocked due to accident on I-75 Northbound at I-20 Exits 56B 57.
1,One lane blocked and very slow traffic due to accident on I-75 Northbound at Exits 248C 248D I-85 I-75.
1,Exit ramp from I-75 Southbound at Exit 254 to Moores Mill Rd NW lane blocked due to accident.
1,Very slow traffic and right lane blocked due to accident on I-85 Southbound before Exits 84 85 I-75.
1,Right lane blocked due to accident on I-75 Southbound at Exits 248C 248D I-85 I-75.
1,2 right lane blocked and slow traffic due to accident on I-285 Westbound near Exits 32 33A US-23 Buford Hwy.
1,Accident on I-285 Southbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
0,Left lane blocked and left hand shoulder blocked due to accident on GA-400 Southbound before Exits 1A 1B Sidney Marcus Blvd.
1,Exit ramp from I-285 Southbound at Exit 12 to US-78 lane blocked due to accident.
1,2 right lane blocked and queueing traffic due to accident on I-285 Southbound before Exit 2 GA-6 Camp Creek Pkwy.
1,Accident on I-75 Northbound at Edgewood Ave.
1,Left lane blocked due to accident on I-20 Eastbound after Exits 59A 59B Boulevard.
1,Second-left lane blocked due to accident on I-285 Northbound before Exit 9 GA-139 Martin Luther King Jr Dr.
1,Left lane blocked due to accident on I-85 Southbound after Exits 86 87 GA-400.
0,Accident on Highland Ave at Boulevard.
0,Left hand shoulder blocked due to accident on GA-400 Southbound at Exits 1A 1B Sidney Marcus Blvd.
1,Right hand shoulder blocked due to accident on I-85 Northbound near GA-13.
1,Accident on I-85 Southbound at Exits 86 87 GA-400.
0,Accident on US-19 Peachtree St at US-19 Peachtree St Spring St.
1,Slow traffic left lane blocked and left hand shoulder blocked due to accident on I-20 Eastbound at Exits 56B 57 I-75.
0,Accident on Peachtree St near US-78 North Ave.
1,Exit ramp from I-75 Southbound at Exits 259A 259B to I-285 Eastbound lane blocked due to accident.
1,Very slow traffic right lane blocked and right hand shoulder blocked due to accident on I-85 Northbound at Exit 93 Shallowford Rd.
0,Accident on Boulevard at Gartrell St.
1,Accident on I-285 Eastbound near Exits 32 33B I-85.
1,Accident on I-285 Southbound at I-20 Exit 51.
0,One lane blocked and slow traffic due to accident on GA-139 Riverdale Rd at Garden Walk Blvd.
0,Accident on Cleveland Ave at Beeler Dr.
1,Left hand shoulder blocked and left lane blocked due to accident on I-285 Southbound after Paces Ferry Rd.
1,Two lanes blocked due to accident on I-75 Northbound after Spring St.
1,Right hand shoulder blocked due to accident on I-75 Northbound at 10th St.
1,One lane blocked due to accident on I-75 Northbound before 17th St.
1,One lane blocked due to accident on I-85 Northbound before GA-13 Buford Hwy.
1,Left hand shoulder blocked due to accident on I-75 Southbound at Exits 250 251 I-85.
1,Right lane blocked due to accident on I-285 Westbound before Exit 29 Ashford Dunwoody Rd.
1,Second-left lane blocked due to accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Two lanes blocked due to accident on I-75 Northbound at Central Ave.
1,Four lane blocked due to accident on I-285 Eastbound before Exit 29 Ashford Dunwoody Rd.
1,Four lane blocked due to accident on I-75 Southbound before MLK Dr.
1,Left lane blocked due to accident on I-285 Southbound near Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Accident on I-75 Northbound near Exit 256 Mount Paran Rd.
1,Accident on I-85 Northbound at Exits 86 87 GA-400.
1,Three lanes blocked due to accident on I-75 Northbound at Exits 250 251 I-85.
1,Three lanes blocked due to accident on I-285 Eastbound near Exit 29 Ashford Dunwoody Rd.
0,Accident on US-78 North Ave at Tech Pkwy.
1,3 left lane blocked and slow traffic due to accident on I-75 Northbound near Exits 250 251 I-85.
1,Accident on I-85 Southbound at Exits 84 85 I-75.
1,Slow traffic due to accident on I-75 Southbound at Exits 246 248A I-85 I-75.
0,Accident on Capitol Ave at GA-154 Memorial Dr.
0,Accident on Bolton Rd at I-285.
0,Accident on Piedmont Ave at Auditorium Pl.
1,2 left lane blocked due to accident on I-20 Westbound before Exits 52 52A 52B Burton Rd.
0,Accident on GA-139 Martin Luther King Jr Dr near Adamsville Dr.
0,Accident on Peachtree St at 4th St.
1,Accident on I-85 Northbound at Exit 88 Cheshire Bridge Rd.
1,Accident on I-75 Northbound at Exit 254 Moores Mill Rd.
0,Accident on GA-237 Piedmont Rd at Lakeshore Dr.
0,3 left lane blocked and slow traffic due to accident on GA-400 Northbound before Exit 6 Northridge Rd.
1,Very slow traffic due to accident on I-20 Westbound at Exit 55A Joseph E Lowery Blvd.
0,Accident on Peachtree St after 17th St.
1,Accident on I-75 Southbound at Exit 244 I-85 I-75.
1,One lane blocked due to accident on I-75 Northbound near Exits 250 251 I-85.
0,Accident on Martin Luther King Jr Dr at Forsyth St.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
0,Three lanes blocked and very slow traffic due to accident on GA-400 Southbound near Exit 4C Hammond Dr.
1,Accident on I-20 Westbound at Exit 55B Lee St.
1,Accident on I-85 Northbound at Exits 84 85 I-75.
1,Queueing traffic and right lane blocked due to accident on I-285 Northbound after Exit 18 Cumberland Pkwy.
0,Accident on Rumson Rd at US-19 Peachtree Rd.
0,Slow traffic due to accident on GA-70 Fulton Industrial Blvd at I-20.
1,Accident on I-75 Southbound at Exit 249A I-85 I-75.
1,Two lanes blocked and right hand shoulder blocked due to accident on I-85 Northbound at Exit 89 GA-42 Druid Hills Rd.
1,Accident on I-285 Westbound at Exit 55 GA-54 Jonesboro Rd.
1,Exit ramp from I-75 Northbound at Exits 242 243 to GA-166 lane blocked due to accident.
1,Accident on I-75 Southbound at Porsche Ave.
1,Accident on I-285 Northbound at Exits 5A 5B GA-154 Arthur Langford Pkwy.
1,Slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Southbound after Exits 5A 5B GA-154 Arthur Langford Pkwy.
1,Left lane blocked due to accident on I-285 Northbound at Exits 19 20 US-41 Cobb Pkwy.
1,One lane blocked due to accident on I-285 Northbound before Exit 18 Cumberland Pkwy.
1,Accident on I-75 Northbound at Piedmont Ave.
1,Right lane blocked due to accident on I-75 Southbound at MLK Dr.
0,Accident on GA-141 Peachtree Rd at Lenox Rd.
0,Accident on Wylie St at US-23 Moreland Ave.
0,Lane blocked due to accident on GA-6 Camp Creek Pkwy Eastbound at GA-166 Campbellton Rd.
0,Accident on Wesley Rd at GA-237 Piedmont Rd.
1,Accident on I-75 Northbound before Exit 252 Howell Mill Rd.
1,Right hand shoulder blocked due to accident on I-285 Eastbound at Exit 24 Riverside Dr.
1,Accident on I-85 Northbound at Exit 94 Chamblee Tucker Rd.
1,Lane blocked due to accident on I-285 Northbound before Exit 9 GA-139 Martin Luther King Jr Dr.
1,Lane blocked due to accident on I-20 Eastbound at Exits 56B 57 I-75.
